game_date,team_home,team_away,pts_home,pts_away,reb_home,reb_away,ast_home,ast_away,fg_pct_home,fg_pct_away,fg3_pct_home,fg3_pct_away,total_points,point_diff,home_win
2025-01-25,MIA,BRK,106,97,51,35,22,23,44.3,37.5,46.4,35.0,203,9,True
2025-01-25,MIL,LAC,117,127,42,47,24,19,46.8,45.4,37.1,32.4,244,-10,False
2025-01-25,MIN,DEN,133,104,45,36,38,32,55.8,48.9,46.7,34.4,237,29,True
2025-01-25,NOP,CHO,92,123,39,48,21,28,38.1,50.0,25.8,42.0,215,-31,False
2025-01-25,NYK,SAC,143,120,53,38,40,33,49.5,48.4,47.2,38.9,263,23,True
2025-01-25,ORL,DET,121,113,40,41,22,22,48.2,46.5,45.5,40.0,234,8,True
2025-01-25,PHI,CHI,109,97,40,54,23,24,45.7,42.4,28.9,31.6,206,12,True
2025-01-25,PHO,WAS,119,109,53,37,24,28,44.4,46.7,32.5,43.9,228,10,True
2025-01-25,SAC,NYK,120,143,38,53,33,40,48.4,49.5,38.9,47.2,263,-23,False
2025-01-25,SAS,IND,98,136,44,50,22,32,41.2,52.0,34.4,43.6,234,-38,False
2025-01-25,TOR,ATL,117,94,51,43,31,28,46.7,39.3,36.7,29.7,211,23,True
2025-01-25,UTA,MEM,103,125,40,45,27,28,42.4,51.2,25.5,36.8,228,-22,False
2025-01-25,WAS,PHO,109,119,37,53,28,24,46.7,44.4,43.9,32.5,228,-10,False
2025-01-07,ATL,UTA,124,121,44,47,35,25,48.0,41.7,40.9,39.6,245,3,True
2025-01-07,BOS,DEN,118,106,41,39,30,22,50.0,46.0,34.3,38.9,224,12,True
2025-01-07,CHO,PHO,115,104,59,42,23,27,38.8,42.4,27.7,24.2,219,11,True
2025-01-07,DAL,LAL,118,97,44,33,29,20,52.3,45.3,47.4,31.4,215,21,True
2025-01-07,DEN,BOS,106,118,39,41,22,30,46.0,50.0,38.9,34.3,224,-12,False
2025-01-07,GSW,MIA,98,114,52,48,28,32,40.8,47.3,28.0,40.0,212,-16,False
2025-01-07,HOU,WAS,135,112,49,43,31,21,51.5,46.1,39.5,37.5,247,23,True
2025-01-07,LAL,DAL,97,118,33,44,20,29,45.3,52.3,31.4,47.4,215,-21,False
2025-01-07,MIA,GSW,114,98,48,52,32,28,47.3,40.8,40.0,28.0,212,16,True
2025-01-07,MIN,NOP,104,97,53,46,26,23,42.7,37.2,34.1,29.3,201,7,True
2025-01-07,NOP,MIN,97,104,46,53,23,26,37.2,42.7,29.3,34.1,201,-7,False
2025-01-07,PHO,CHO,104,115,42,59,27,23,42.4,38.8,24.2,27.7,219,-11,False
2025-01-07,UTA,ATL,121,124,47,44,25,35,41.7,48.0,39.6,40.9,245,-3,False
2025-01-07,WAS,HOU,112,135,43,49,21,31,46.1,51.5,37.5,39.5,247,-23,False
2024-10-28,ATL,WAS,119,121,39,43,32,24,48.1,45.1,37.5,47.7,240,-2,False
2024-10-28,BOS,MIL,119,108,38,43,24,18,49.4,45.1,38.3,25.8,227,11,True
2024-10-28,CHI,MEM,126,123,50,60,36,37,45.0,45.9,47.2,32.6,249,3,True
2024-10-28,CLE,NYK,110,104,41,43,21,22,47.6,44.4,33.3,32.1,214,6,True
2024-10-28,DAL,UTA,110,102,50,50,27,24,45.3,37.0,28.2,28.6,212,8,True
2024-10-28,DEN,TOR,127,125,52,54,29,30,49.0,45.0,45.0,28.6,252,2,True
2024-10-28,DET,MIA,98,106,54,44,14,24,38.5,43.2,36.8,31.9,204,-8,False
2024-10-28,HOU,SAS,106,101,43,49,20,22,41.2,42.5,40.5,30.3,207,5,True
2024-10-28,IND,ORL,115,119,44,46,25,26,46.6,47.0,44.8,31.7,234,-4,False
2024-10-28,LAL,PHO,105,109,46,46,25,21,41.5,46.0,43.8,30.6,214,-4,False
2024-10-28,MEM,CHI,123,126,60,50,37,36,45.9,45.0,32.6,47.2,249,-3,False
2024-10-28,MIA,DET,106,98,44,54,24,14,43.2,38.5,31.9,36.8,204,8,True
2024-10-28,MIL,BOS,108,119,43,38,18,24,45.1,49.4,25.8,38.3,227,-11,False
2024-10-28,NYK,CLE,104,110,43,41,22,21,44.4,47.6,32.1,33.3,214,-6,False
2024-10-28,ORL,IND,119,115,46,44,26,25,47.0,46.6,31.7,44.8,234,4,True
2024-10-28,PHO,LAL,109,105,46,46,21,25,46.0,41.5,30.6,43.8,214,4,True
2024-10-28,POR,SAC,98,111,46,40,17,25,42.2,45.7,18.2,40.0,209,-13,False
2024-10-28,SAC,POR,111,98,40,46,25,17,45.7,42.2,40.0,18.2,209,13,True
2024-10-28,SAS,HOU,101,106,49,43,22,20,42.5,41.2,30.3,40.5,207,-5,False
2024-10-28,TOR,DEN,125,127,54,52,30,29,45.0,49.0,28.6,45.0,252,-2,False
2024-10-28,UTA,DAL,102,110,50,50,24,27,37.0,45.3,28.6,28.2,212,-8,False
2024-10-28,WAS,ATL,121,119,43,39,24,32,45.1,48.1,47.7,37.5,240,2,True
2024-10-30,ATL,WAS,120,133,41,37,28,32,47.4,53.4,30.8,42.1,253,-13,False
2024-10-30,BOS,IND,132,135,51,57,23,33,40.4,48.1,33.3,39.5,267,-3,False
2024-10-30,BRK,MEM,119,106,34,38,27,27,51.2,46.9,36.6,29.6,225,13,True
2024-10-30,CHI,ORL,102,99,54,42,23,25,42.9,40.7,38.2,23.9,201,3,True
2024-10-30,CHO,TOR,138,133,38,41,31,37,52.1,57.1,44.4,32.1,271,5,True
2024-10-30,CLE,LAL,134,110,36,37,37,21,57.7,49.4,41.5,21.4,244,24,True
2024-10-30,DET,PHI,105,95,49,37,23,17,46.2,41.8,41.7,28.6,200,10,True
2024-10-30,GSW,NOP,104,89,42,49,32,24,47.1,36.7,34.2,30.6,193,15,True
2024-10-30,IND,BOS,135,132,57,51,33,23,48.1,40.4,39.5,33.3,267,3,True
2024-10-30,LAC,POR,105,106,49,47,26,19,45.6,44.6,36.1,42.4,211,-1,False
2024-10-30,LAL,CLE,110,134,37,36,21,37,49.4,57.7,21.4,41.5,244,-24,False
2024-10-30,MEM,BRK,106,119,38,34,27,27,46.9,51.2,29.6,36.6,225,-13,False
2024-10-30,MIA,NYK,107,116,39,42,27,30,45.7,48.8,42.5,45.0,223,-9,False
2024-10-30,NOP,GSW,89,104,49,42,24,32,36.7,47.1,30.6,34.2,193,-15,False
2024-10-30,NYK,MIA,116,107,42,39,30,27,48.8,45.7,45.0,42.5,223,9,True
2024-10-30,OKC,SAS,105,93,39,52,28,22,46.1,41.2,41.5,33.3,198,12,True
2024-10-30,ORL,CHI,99,102,42,54,25,23,40.7,42.9,23.9,38.2,201,-3,False
2024-10-30,PHI,DET,95,105,37,49,17,23,41.8,46.2,28.6,41.7,200,-10,False
2024-10-30,POR,LAC,106,105,47,49,19,26,44.6,45.6,42.4,36.1,211,1,True
2024-10-30,SAS,OKC,93,105,52,39,22,28,41.2,46.1,33.3,41.5,198,-12,False
2024-10-30,TOR,CHO,133,138,41,38,37,31,57.1,52.1,32.1,44.4,271,-5,False
2024-10-30,WAS,ATL,133,120,37,41,32,28,53.4,47.4,42.1,30.8,253,13,True
2024-11-15,ATL,WAS,129,117,55,52,28,28,46.9,40.6,32.4,34.9,246,12,True
2024-11-15,BRK,NYK,122,124,37,45,27,25,43.8,53.0,41.3,34.2,246,-2,False
2024-11-15,CHI,CLE,126,144,36,40,32,33,51.1,54.8,47.6,48.8,270,-18,False
2024-11-15,CLE,CHI,144,126,40,36,33,32,54.8,51.1,48.8,47.6,270,18,True
2024-11-15,DEN,NOP,94,101,38,56,26,21,42.5,42.5,27.0,31.4,195,-7,False
2024-11-15,DET,TOR,99,95,56,53,24,21,41.1,36.1,21.1,25.8,194,4,True
2024-11-15,GSW,MEM,123,118,56,54,33,22,43.9,40.8,41.3,16.7,241,5,True
2024-11-15,HOU,LAC,125,104,48,51,31,12,48.4,37.8,43.2,25.0,229,21,True
2024-11-15,IND,MIA,111,124,39,36,28,27,51.2,51.7,40.0,35.7,235,-13,False
2024-11-15,LAC,HOU,104,125,51,48,12,31,37.8,48.4,25.0,43.2,229,-21,False
2024-11-15,LAL,SAS,120,115,41,40,27,32,50.0,48.9,45.2,37.8,235,5,True
2024-11-15,MEM,GSW,118,123,54,56,22,33,40.8,43.9,16.7,41.3,241,-5,False
2024-11-15,MIA,IND,124,111,36,39,27,28,51.7,51.2,35.7,40.0,235,13,True
2024-11-15,MIN,SAC,130,126,41,51,26,21,47.5,50.0,40.8,32.4,256,4,True
2024-11-15,NOP,DEN,101,94,56,38,21,26,42.5,42.5,31.4,27.0,195,7,True
2024-11-15,NYK,BRK,124,122,45,37,25,27,53.0,43.8,34.2,41.3,246,2,True
2024-11-15,OKC,PHO,99,83,53,50,21,17,39.6,29.3,25.0,24.3,182,16,True
2024-11-15,ORL,PHI,98,86,43,34,15,19,43.6,40.3,29.7,32.3,184,12,True
2024-11-15,PHI,ORL,86,98,34,43,19,15,40.3,43.6,32.3,29.7,184,-12,False
2024-11-15,PHO,OKC,83,99,50,53,17,21,29.3,39.6,24.3,25.0,182,-16,False
2024-11-15,SAC,MIN,126,130,51,41,21,26,50.0,47.5,32.4,40.8,256,-4,False
2024-11-15,SAS,LAL,115,120,40,41,32,27,48.9,50.0,37.8,45.2,235,-5,False
2024-11-15,TOR,DET,95,99,53,56,21,24,36.1,41.1,25.8,21.1,194,-4,False
2024-11-15,WAS,ATL,117,129,52,55,28,28,40.6,46.9,34.9,32.4,246,-12,False
2024-11-13,BOS,BRK,139,114,45,34,35,26,53.8,50.6,47.8,44.2,253,25,True
2024-11-13,BRK,BOS,114,139,34,45,26,35,50.6,53.8,44.2,47.8,253,-25,False
2024-11-13,CHI,NYK,124,123,40,40,31,31,53.7,51.1,38.9,40.5,247,1,True
2024-11-13,CLE,PHI,114,106,46,45,25,24,49.4,44.6,40.0,32.6,220,8,True
2024-11-13,DET,MIL,120,127,45,47,29,26,46.0,47.4,47.4,42.9,247,-7,False
2024-11-13,HOU,LAC,111,103,59,42,28,27,43.3,39.6,37.5,36.8,214,8,True
2024-11-13,IND,ORL,90,94,41,51,22,26,38.1,40.0,33.3,34.2,184,-4,False
2024-11-13,LAC,HOU,103,111,42,59,27,28,39.6,43.3,36.8,37.5,214,-8,False
2024-11-13,LAL,MEM,128,123,42,41,31,28,50.6,47.2,48.8,36.4,251,5,True
2024-11-13,MEM,LAL,123,128,41,42,28,31,47.2,50.6,36.4,48.8,251,-5,False
2024-11-13,MIL,DET,127,120,47,45,26,29,47.4,46.0,42.9,47.4,247,7,True
2024-11-13,MIN,POR,98,106,41,47,16,17,39.4,45.8,17.9,36.0,204,-8,False
2024-11-13,NOP,OKC,88,106,58,31,21,20,39.5,44.3,24.3,38.5,194,-18,False
2024-11-13,NYK,CHI,123,124,40,40,31,31,51.1,53.7,40.5,38.9,247,-1,False
2024-11-13,OKC,NOP,106,88,31,58,20,21,44.3,39.5,38.5,24.3,194,18,True
2024-11-13,ORL,IND,94,90,51,41,26,22,40.0,38.1,34.2,33.3,184,4,True
2024-11-13,PHI,CLE,106,114,45,46,24,25,44.6,49.4,32.6,40.0,220,-8,False
2024-11-13,PHO,SAC,104,127,40,45,23,38,37.1,64.1,30.2,53.6,231,-23,False
2024-11-13,POR,MIN,106,98,47,41,17,16,45.8,39.4,36.0,17.9,204,8,True
2024-11-13,SAC,PHO,127,104,45,40,38,23,64.1,37.1,53.6,30.2,231,23,True
2024-11-13,SAS,WAS,139,130,39,41,38,27,52.2,51.6,40.9,40.9,269,9,True
2024-11-13,WAS,SAS,130,139,41,39,27,38,51.6,52.2,40.9,40.9,269,-9,False
2025-01-29,BOS,CHI,122,100,45,47,32,28,47.1,40.2,40.9,30.6,222,22,True
2025-01-29,BRK,CHO,104,83,40,52,27,18,48.8,33.7,31.2,28.6,187,21,True
2025-01-29,CHI,BOS,100,122,47,45,28,32,40.2,47.1,30.6,40.9,222,-22,False
2025-01-29,CHO,BRK,83,104,52,40,18,27,33.7,48.8,28.6,31.2,187,-21,False
2025-01-29,CLE,MIA,126,106,47,35,29,27,54.0,47.0,31.0,34.9,232,20,True
2025-01-29,DAL,NOP,137,136,51,36,30,31,54.2,53.1,46.5,48.4,273,1,True
2025-01-29,DEN,NYK,112,122,47,35,21,33,48.8,51.6,35.7,41.2,234,-10,False
2025-01-29,DET,IND,119,133,41,36,26,28,49.4,56.8,35.3,50.0,252,-14,False
2025-01-29,GSW,OKC,116,109,42,50,30,21,49.4,40.4,34.2,23.1,225,7,True
2025-01-29,IND,DET,133,119,36,41,28,26,56.8,49.4,50.0,35.3,252,14,True
2025-01-29,LAC,SAS,128,116,57,30,26,27,52.7,48.3,50.0,33.3,244,12,True
2025-01-29,MIA,CLE,106,126,35,47,27,29,47.0,54.0,34.9,31.0,232,-20,False
2025-01-29,MIN,PHO,121,113,34,36,26,30,56.0,50.6,44.8,37.5,234,8,True
2025-01-29,NOP,DAL,136,137,36,51,31,30,53.1,54.2,48.4,46.5,273,-1,False
2025-01-29,NYK,DEN,122,112,35,47,33,21,51.6,48.8,41.2,35.7,234,10,True
2025-01-29,OKC,GSW,109,116,50,42,21,30,40.4,49.4,23.1,34.2,225,-7,False
2025-01-29,PHI,SAC,117,104,35,46,30,34,52.4,44.4,41.4,24.4,221,13,True
2025-01-29,PHO,MIN,113,121,36,34,30,26,50.6,56.0,37.5,44.8,234,-8,False
2025-01-29,SAC,PHI,104,117,46,35,34,30,44.4,52.4,24.4,41.4,221,-13,False
2025-01-29,SAS,LAC,116,128,30,57,27,26,48.3,52.7,33.3,50.0,244,-12,False
2025-01-29,TOR,WAS,106,82,36,43,31,17,47.7,38.9,35.5,16.7,188,24,True
2025-01-29,WAS,TOR,82,106,43,36,17,31,38.9,47.7,16.7,35.5,188,-24,False
2024-11-02,BOS,CHO,113,103,44,34,23,24,43.9,44.0,30.8,40.5,216,10,True
2024-11-02,CHO,BOS,103,113,34,44,24,23,44.0,43.9,40.5,30.8,216,-10,False
2024-11-02,CLE,MIL,114,113,45,45,31,24,48.4,48.3,39.5,46.2,227,1,True
2024-11-02,DEN,UTA,129,103,52,39,33,24,48.5,41.6,50.0,31.0,232,26,True
2024-11-02,GSW,HOU,127,121,47,49,26,27,51.3,41.1,46.9,33.3,248,6,True
2024-11-02,HOU,GSW,121,127,49,47,27,26,41.1,51.3,33.3,46.9,248,-6,False
2024-11-02,LAC,OKC,92,105,50,41,23,25,40.5,42.9,31.4,41.0,197,-13,False
2024-11-02,MEM,PHI,124,107,52,33,35,22,55.2,40.4,44.4,41.3,231,17,True
2024-11-02,MIA,WAS,118,98,65,44,19,23,42.2,41.8,40.5,20.0,216,20,True
2024-11-02,MIL,CLE,113,114,45,45,24,31,48.3,48.4,46.2,39.5,227,-1,False
2024-11-02,MIN,SAS,103,113,32,44,21,32,47.6,51.8,29.7,31.0,216,-10,False
2024-11-02,OKC,LAC,105,92,41,50,25,23,42.9,40.5,41.0,31.4,197,13,True
2024-11-02,PHI,MEM,107,124,33,52,22,35,40.4,55.2,41.3,44.4,231,-17,False
2024-11-02,PHO,POR,103,97,63,56,29,17,37.6,33.3,32.7,32.6,200,6,True
2024-11-02,POR,PHO,97,103,56,63,17,29,33.3,37.6,32.6,32.7,200,-6,False
2024-11-02,SAC,TOR,128,131,49,46,21,31,46.0,48.4,25.0,45.9,259,-3,False
2024-11-02,SAS,MIN,113,103,44,32,32,21,51.8,47.6,31.0,29.7,216,10,True
2024-11-02,TOR,SAC,131,128,46,49,31,21,48.4,46.0,45.9,25.0,259,3,True
2024-11-02,UTA,DEN,103,129,39,52,24,33,41.6,48.5,31.0,50.0,232,-26,False
2024-11-02,WAS,MIA,98,118,44,65,23,19,41.8,42.2,20.0,40.5,216,-20,False
2024-11-19,BOS,CLE,120,117,42,41,32,30,51.2,49.5,53.7,34.5,237,3,True
2024-11-19,BRK,CHO,116,115,36,44,31,25,49.4,46.3,43.9,54.1,231,1,True
2024-11-19,CHO,BRK,115,116,44,36,25,31,46.3,49.4,54.1,43.9,231,-1,False
2024-11-19,CLE,BOS,117,120,41,42,30,32,49.5,51.2,34.5,53.7,237,-3,False
2024-11-19,DAL,NOP,132,91,48,37,26,19,52.1,39.7,45.2,34.4,223,41,True
2024-11-19,DEN,MEM,122,110,53,55,29,24,48.0,39.8,33.3,23.7,232,12,True
2024-11-19,LAL,UTA,124,118,34,42,30,28,55.3,50.0,45.2,33.3,242,6,True
2024-11-19,MEM,DEN,110,122,55,53,24,29,39.8,48.0,23.7,33.3,232,-12,False
2024-11-19,NOP,DAL,91,132,37,48,19,26,39.7,52.1,34.4,45.2,223,-41,False
2024-11-19,OKC,SAS,104,110,47,46,24,32,41.0,47.0,30.2,41.3,214,-6,False
2024-11-19,SAS,OKC,110,104,46,47,32,24,47.0,41.0,41.3,30.2,214,6,True
2024-11-19,UTA,LAL,118,124,42,34,28,30,50.0,55.3,33.3,45.2,242,-6,False
2024-12-01,BOS,CLE,111,115,46,44,17,22,40.0,48.8,34.7,47.2,226,-4,False
2024-12-01,BRK,ORL,92,100,33,52,19,23,38.0,45.9,25.8,25.0,192,-8,False
2024-12-01,CLE,BOS,115,111,44,46,22,17,48.8,40.0,47.2,34.7,226,4,True
2024-12-01,DAL,POR,137,131,33,39,33,29,55.2,58.3,50.0,58.1,268,6,True
2024-12-01,DEN,LAC,122,126,39,42,37,28,58.0,47.8,41.7,46.2,248,-4,False
2024-12-01,HOU,OKC,119,116,51,46,20,30,41.3,44.7,35.1,33.3,235,3,True
2024-12-01,IND,MEM,121,136,41,40,28,36,47.8,52.7,33.3,34.8,257,-15,False
2024-12-01,LAC,DEN,126,122,42,39,28,37,47.8,58.0,46.2,41.7,248,4,True
2024-12-01,LAL,UTA,105,104,42,44,23,27,44.3,50.6,21.2,35.0,209,1,True
2024-12-01,MEM,IND,136,121,40,41,36,28,52.7,47.8,34.8,33.3,257,15,True
2024-12-01,MIA,TOR,116,119,45,47,25,30,44.3,53.4,37.5,34.5,235,-3,False
2024-12-01,NOP,NYK,85,118,42,60,20,30,37.2,45.7,14.8,44.4,203,-33,False
2024-12-01,NYK,NOP,118,85,60,42,30,20,45.7,37.2,44.4,14.8,203,33,True
2024-12-01,OKC,HOU,116,119,46,51,30,20,44.7,41.3,33.3,35.1,235,-3,False
2024-12-01,ORL,BRK,100,92,52,33,23,19,45.9,38.0,25.0,25.8,192,8,True
2024-12-01,POR,DAL,131,137,39,33,29,33,58.3,55.2,58.1,50.0,268,-6,False
2024-12-01,SAC,SAS,125,127,51,38,32,32,46.5,51.2,37.5,50.0,252,-2,False
2024-12-01,SAS,SAC,127,125,38,51,32,32,51.2,46.5,50.0,37.5,252,2,True
2024-12-01,TOR,MIA,119,116,47,45,30,25,53.4,44.3,34.5,37.5,235,3,True
2024-12-01,UTA,LAL,104,105,44,42,27,23,50.6,44.3,35.0,21.2,209,-1,False
2025-02-04,BOS,CLE,112,105,53,51,26,18,40.8,39.6,35.4,28.2,217,7,True
2025-02-04,BRK,HOU,99,97,39,45,26,23,46.3,41.0,37.0,34.4,196,2,True
2025-02-04,CHI,MIA,133,124,43,44,35,29,52.7,47.8,46.3,38.6,257,9,True
2025-02-04,CLE,BOS,105,112,51,53,18,26,39.6,40.8,28.2,35.4,217,-7,False
2025-02-04,DAL,PHI,116,118,44,34,24,37,47.1,54.7,33.3,33.3,234,-2,False
2025-02-04,HOU,BRK,97,99,45,39,23,26,41.0,46.3,34.4,37.0,196,-2,False
2025-02-04,IND,POR,89,112,39,51,25,23,42.0,44.6,20.8,37.8,201,-23,False
2025-02-04,LAC,LAL,97,122,36,50,30,33,38.2,55.6,29.3,48.6,219,-25,False
2025-02-04,LAL,LAC,122,97,50,36,33,30,55.6,38.2,48.6,29.3,219,25,True
2025-02-04,MIA,CHI,124,133,44,43,29,35,47.8,52.7,38.6,46.3,257,-9,False
2025-02-04,NYK,TOR,121,115,43,34,26,27,50.0,52.4,32.0,37.9,236,6,True
2025-02-04,PHI,DAL,118,116,34,44,37,24,54.7,47.1,33.3,33.3,234,2,True
2025-02-04,POR,IND,112,89,51,39,23,25,44.6,42.0,37.8,20.8,201,23,True
2025-02-04,TOR,NYK,115,121,34,43,27,26,52.4,50.0,37.9,32.0,236,-6,False
2025-02-06,BOS,DAL,120,127,40,35,30,32,51.7,55.7,43.2,45.5,247,-7,False
2025-02-06,DAL,BOS,127,120,35,40,32,30,55.7,51.7,45.5,43.2,247,7,True
2025-02-06,DEN,ORL,112,90,52,40,33,21,53.0,36.9,40.0,16.1,202,22,True
2025-02-06,GSW,LAL,112,120,40,47,29,26,40.6,50.0,30.2,37.1,232,-8,False
2025-02-06,HOU,MIN,114,127,39,47,26,23,48.8,47.9,38.7,41.0,241,-13,False
2025-02-06,IND,LAC,119,112,46,48,31,25,45.3,46.6,33.3,42.5,231,7,True
2025-02-06,LAC,IND,112,119,48,46,25,31,46.6,45.3,42.5,33.3,231,-7,False
2025-02-06,LAL,GSW,120,112,47,40,26,29,50.0,40.6,37.1,30.2,232,8,True
2025-02-06,MIN,HOU,127,114,47,39,23,26,47.9,48.8,41.0,38.7,241,13,True
2025-02-06,ORL,DEN,90,112,40,52,21,33,36.9,53.0,16.1,40.0,202,-22,False
2025-02-06,POR,SAC,108,102,47,47,25,21,43.3,42.0,40.0,33.3,210,6,True
2025-02-06,SAC,POR,102,108,47,47,21,25,42.0,43.3,33.3,40.0,210,-6,False
2024-10-26,BOS,DET,124,118,37,44,19,27,42.2,48.9,45.8,35.9,242,6,True
2024-10-26,CHI,OKC,95,114,61,54,23,21,34.8,42.1,28.3,20.0,209,-19,False
2024-10-26,CHO,MIA,106,114,46,43,20,33,43.8,46.5,31.7,41.2,220,-8,False
2024-10-26,CLE,WAS,135,116,48,46,27,25,53.4,38.5,46.2,34.9,251,19,True
2024-10-26,DAL,PHO,102,114,46,47,22,26,39.8,45.0,31.7,35.9,216,-12,False
2024-10-26,DEN,LAC,104,109,37,44,20,30,40.2,48.8,40.0,36.4,213,-5,False
2024-10-26,DET,BOS,118,124,44,37,27,19,48.9,42.2,35.9,45.8,242,-6,False
2024-10-26,HOU,SAS,106,109,34,49,21,23,41.3,49.4,31.7,40.0,215,-3,False
2024-10-26,LAC,DEN,109,104,44,37,30,20,48.8,40.2,36.4,40.0,213,5,True
2024-10-26,LAL,SAC,131,127,45,32,32,32,52.2,51.1,41.2,34.1,258,4,True
2024-10-26,MEM,ORL,124,111,42,41,38,21,53.5,42.5,38.2,35.4,235,13,True
2024-10-26,MIA,CHO,114,106,43,46,33,20,46.5,43.8,41.2,31.7,220,8,True
2024-10-26,MIN,TOR,112,101,41,46,29,29,47.0,45.6,37.8,34.5,213,11,True
2024-10-26,OKC,CHI,114,95,54,61,21,23,42.1,34.8,20.0,28.3,209,19,True
2024-10-26,ORL,MEM,111,124,41,42,21,38,42.5,53.5,35.4,38.2,235,-13,False
2024-10-26,PHO,DAL,114,102,47,46,26,22,45.0,39.8,35.9,31.7,216,12,True
2024-10-26,SAC,LAL,127,131,32,45,32,32,51.1,52.2,34.1,41.2,258,-4,False
2024-10-26,SAS,HOU,109,106,49,34,23,21,49.4,41.3,40.0,31.7,215,3,True
2024-10-26,TOR,MIN,101,112,46,41,29,29,45.6,47.0,34.5,37.8,213,-11,False
2024-10-26,WAS,CLE,116,135,46,48,25,27,38.5,53.4,34.9,46.2,251,-19,False
2024-12-12,BOS,DET,123,99,51,43,34,27,51.1,42.9,41.7,18.9,222,24,True
2024-12-12,DET,BOS,99,123,43,51,27,34,42.9,51.1,18.9,41.7,222,-24,False
2024-12-12,MIA,TOR,114,104,52,42,21,29,48.2,44.6,40.6,34.4,218,10,True
2024-12-12,NOP,SAC,109,111,43,50,22,24,47.0,40.2,37.8,30.3,220,-2,False
2024-12-12,SAC,NOP,111,109,50,43,24,22,40.2,47.0,30.3,37.8,220,2,True
2024-12-12,TOR,MIA,104,114,42,52,29,21,44.6,48.2,34.4,40.6,218,-10,False
2024-12-27,BOS,IND,142,105,52,39,31,27,51.1,41.8,41.1,28.2,247,37,True
2024-12-27,BRK,SAS,87,96,45,43,22,26,38.9,41.0,29.3,41.4,183,-9,False
2024-12-27,CLE,DEN,149,135,38,38,40,39,56.2,56.4,47.9,48.4,284,14,True
2024-12-27,DAL,PHO,98,89,41,42,24,23,43.8,38.6,35.3,37.1,187,9,True
2024-12-27,DEN,CLE,135,149,38,38,39,40,56.4,56.2,48.4,47.9,284,-14,False
2024-12-27,GSW,LAC,92,102,47,39,24,19,36.8,53.3,18.4,31.2,194,-10,False
2024-12-27,HOU,MIN,112,113,48,39,19,25,48.9,50.6,33.3,48.8,225,-1,False
2024-12-27,IND,BOS,105,142,39,52,27,31,41.8,51.1,28.2,41.1,247,-37,False
2024-12-27,LAC,GSW,102,92,39,47,19,24,53.3,36.8,31.2,18.4,194,10,True
2024-12-27,MEM,NOP,132,124,42,45,30,30,47.2,44.8,41.5,28.9,256,8,True
2024-12-27,MIN,HOU,113,112,39,48,25,19,50.6,48.9,48.8,33.3,225,1,True
2024-12-27,NOP,MEM,124,132,45,42,30,30,44.8,47.2,28.9,41.5,256,-8,False
2024-12-27,NYK,ORL,108,85,44,33,18,20,53.3,36.8,26.7,30.3,193,23,True
2024-12-27,ORL,NYK,85,108,33,44,20,18,36.8,53.3,30.3,26.7,193,-23,False
2024-12-27,PHO,DAL,89,98,42,41,23,24,38.6,43.8,37.1,35.3,187,-9,False
2024-12-27,SAS,BRK,96,87,43,45,26,22,41.0,38.9,41.4,29.3,183,9,True
2024-12-07,BOS,MEM,121,127,51,52,26,25,40.0,50.0,30.0,45.5,248,-6,False
2024-12-07,CHO,CLE,102,116,37,47,21,28,43.0,50.0,28.2,36.8,218,-14,False
2024-12-07,CLE,CHO,116,102,47,37,28,21,50.0,43.0,36.8,28.2,218,14,True
2024-12-07,DAL,TOR,125,118,52,39,21,37,46.9,46.2,37.8,38.5,243,7,True
2024-12-07,DEN,WAS,113,122,48,46,34,31,48.9,48.4,20.8,39.0,235,-9,False
2024-12-07,DET,NYK,120,111,43,31,28,27,51.8,53.2,50.0,32.4,231,9,True
2024-12-07,MEM,BOS,127,121,52,51,25,26,50.0,40.0,45.5,30.0,248,6,True
2024-12-07,MIA,PHO,121,111,41,41,30,29,52.3,43.9,40.6,39.0,232,10,True
2024-12-07,NOP,OKC,109,119,35,45,25,27,48.1,52.9,29.7,37.5,228,-10,False
2024-12-07,NYK,DET,111,120,31,43,27,28,53.2,51.8,32.4,50.0,231,-9,False
2024-12-07,OKC,NOP,119,109,45,35,27,25,52.9,48.1,37.5,29.7,228,10,True
2024-12-07,PHO,MIA,111,121,41,41,29,30,43.9,52.3,39.0,40.6,232,-10,False
2024-12-07,TOR,DAL,118,125,39,52,37,21,46.2,46.9,38.5,37.8,243,-7,False
2024-12-07,WAS,DEN,122,113,46,48,31,34,48.4,48.9,39.0,20.8,235,9,True
2024-11-10,BOS,MIL,113,107,42,41,27,21,40.7,48.1,38.0,40.6,220,6,True
2024-11-10,CHO,PHI,105,107,50,40,22,24,37.9,46.4,25.9,27.3,212,-2,False
2024-11-10,DAL,DEN,120,122,42,45,29,35,53.3,50.6,30.3,48.3,242,-2,False
2024-11-10,DEN,DAL,122,120,45,42,35,29,50.6,53.3,48.3,30.3,242,2,True
2024-11-10,DET,HOU,99,101,46,53,21,19,42.9,40.9,32.4,20.6,200,-2,False
2024-11-10,GSW,OKC,127,116,46,41,35,25,50.6,44.7,48.8,33.3,243,11,True
2024-11-10,HOU,DET,101,99,53,46,19,21,40.9,42.9,20.6,32.4,200,2,True
2024-11-10,IND,NYK,132,121,32,39,27,23,51.1,55.4,45.7,28.0,253,11,True
2024-11-10,LAL,TOR,123,103,33,40,30,26,51.2,45.1,32.4,34.5,226,20,True
