player_id,avg_pts,avg_reb,avg_ast,avg_stl,avg_blk
76311,2.712121212121212,,0.0,,
76313,5.7375,,,,
76314,2.357142857142857,,,,
76318,6.202205882352941,3.0,4.0,,
76319,9.920353982300885,7.0,3.0,,
76322,4.5476190476190474,,1.0,,
76324,6.592896174863388,5.083333333333333,0.7714285714285715,0.0,0.0
76326,4.754716981132075,,0.0,,
76329,10.577319587628866,,2.0,,
76331,7.728125,,0.8888888888888888,,
76340,6.071428571428571,,,,
76344,4.666666666666667,,,,
76345,3.0384615384615383,,,,
76346,5.903846153846154,,5.0,,
76356,3.0,,,,
76373,7.083333333333333,,5.6,,
76375,39.43462246777164,26.032258064516128,2.1614906832298137,0.0,0.0
76382,11.197424892703863,1.0,2.0,,
76391,1.8571428571428572,,1.0,,
76393,3.3333333333333335,,,,
76394,5.215488215488215,,0.6,,
76397,24.0,,,,
76403,3.32,,,,
76404,9.930272108843537,7.333333333333333,3.0,,
76406,7.352459016393443,,0.6666666666666666,,
76414,10.789473684210526,9.9,3.4285714285714284,,
76427,2.0833333333333335,,4.0,,
76428,5.863874345549738,7.160714285714286,0.2,0.0,0.0
76429,10.013725490196078,3.5,1.5647058823529412,0.0,0.0
76434,3.3157894736842106,,0.0,,
76442,6.558139534883721,,0.5,,
76452,3.4594594594594597,,,,
76454,12.66765140324963,4.297872340425532,6.204545454545454,0.0,0.0
76458,6.095890410958904,,,,
76459,4.64,,,,
76464,8.0,,,,
76473,6.070707070707071,,,,
76487,15.34375,,,,
76496,2.5,,,,
76506,0.9166666666666666,,,,
76511,3.0,2.0,,,
76514,14.183060109289617,5.0,4.866666666666666,,
76524,0.5,,,,
76532,7.925675675675675,1.7,1.5,0.0,0.0
76536,4.726744186046512,,0.0,,
76545,14.398058252427184,,3.5,,
76546,8.282608695652174,5.423076923076923,0.6875,,
76551,3.764705882352941,,,,
76555,4.92330383480826,3.0,0.0,,
76557,5.0,,,,
76561,7.187214611872146,1.0,,,
76562,3.4,,,,
76565,2.9130434782608696,,1.0,,
76566,6.394736842105263,6.368421052631579,0.7058823529411765,,
76575,3.0,,,,
76577,20.818181818181817,2.6666666666666665,1.0,,
76578,1.5714285714285714,,,,
76581,4.625,,,,
76584,6.686832740213523,,0.5,,
76595,4.0,,,,
76605,3.8823529411764706,,,,
76610,4.263736263736264,0.0,,,
76611,10.531516183986371,12.45,1.4814814814814814,0.0,0.0
76615,1.5,,,,
76617,2.413793103448276,,,,
76626,1.4545454545454546,,,,
76630,2.0,,,,
76633,1.6666666666666667,,,,
76636,11.58173076923077,0.0,4.5,,
76647,8.67142857142857,0.3333333333333333,0.0,,
76651,2.0,,,,
76655,2.0,,,,
76658,5.318181818181818,3.5555555555555554,0.0,,
76663,8.702970297029703,,0.3333333333333333,,
76668,14.697952218430034,9.022727272727273,1.2777777777777777,0.0,0.0
76679,8.222222222222221,,,,
76680,4.133333333333334,,,,
76691,3.0,,,,
76693,6.527896995708154,1.0,,,
76694,6.650574712643678,6.393939393939394,0.9696969696969697,0.0,0.0
76697,0.8571428571428571,,,,
76701,3.0,,,,
76702,3.2,,,,
76704,10.776119402985074,6.142857142857143,0.20833333333333334,0.0,0.0
76705,2.823529411764706,,0.5,,
76708,6.942643391521197,2.076923076923077,1.9583333333333333,0.0,0.0
76711,5.4714285714285715,,,,
76712,9.697445972495089,4.74,0.9655172413793104,0.0,0.0
76717,7.1571428571428575,,0.0,,
76721,8.771428571428572,,,,
76723,8.481967213114753,2.2,0.75,,
76729,3.5,,,,
76740,4.0,,,,
76744,13.579954954954955,6.25,0.9714285714285714,0.0,0.0
76745,1.5,,,,
76751,0.0,,,,
76758,3.977272727272727,,,,
76760,4.089743589743589,,,,
76764,12.13740458015267,7.0,1.4,,
76768,9.197080291970803,5.0,2.125,,
76773,13.390243902439025,8.428571428571429,1.8695652173913044,,
76774,11.586580086580087,4.431818181818182,1.4516129032258065,0.0,0.0
76779,5.719101123595506,,0.0,,
76783,13.263033175355451,4.542857142857143,2.71875,0.0,0.0
76797,4.090909090909091,,,,
76800,10.265151515151516,3.4761904761904763,4.470588235294118,,
76809,1.4444444444444444,,,,
76818,3.230769230769231,,,,
76828,11.669552669552669,9.678082191780822,4.657534246575342,0.0,0.0
76832,8.75,,,,
76837,3.260869565217391,,,,
76838,12.139290407358738,4.2773722627737225,1.2907801418439717,0.0,0.0
76850,2.9285714285714284,,,,
76867,12.821073558648111,9.486486486486486,0.6857142857142857,0.0,0.0
76877,9.248148148148148,4.659090909090909,2.096774193548387,0.0,0.0
76880,4.88,,,,
76882,18.88155668358714,4.844444444444444,2.977777777777778,0.0,0.0
76886,0.0,,,,
76891,2.2857142857142856,,,,
76894,11.884615384615385,,,,
76896,1.2727272727272727,,,,
76897,22.076923076923077,,,,
76900,3.1838235294117645,1.8095238095238095,0.21428571428571427,0.0,0.0
76902,18.543509272467904,6.928571428571429,6.205128205128205,0.0,0.0
76906,2.0,,,,
76912,18.671355498721226,9.55084745762712,3.411764705882353,0.0,0.0
76916,8.591836734693878,,,,
76918,7.430769230769231,,,,
76919,5.66,7.72,0.5,0.0,0.0
76920,4.086956521739131,,,,
76929,4.3478260869565215,4.5,0.0,,
76937,5.745833333333334,1.6666666666666667,1.4545454545454546,,
76938,1.8888888888888888,,,,
76939,7.276923076923077,,,,
76945,11.683760683760683,,,,
76946,7.27710843373494,,0.5,,
76949,4.076923076923077,,,,
76950,5.8,,,,
76958,2.35,,,,
76959,6.693430656934306,,1.0,,
76962,7.465753424657534,0.0,0.2,,
76967,4.56,,,,
76969,5.203703703703703,1.9652173913043478,1.1694915254237288,0.0,0.0
76970,17.530405405405407,9.0,2.0,,
76977,8.688524590163935,5.956521739130435,0.8666666666666667,0.0,0.0
76983,6.990654205607477,,1.0,,
76986,0.8,,,,
76988,18.757894736842104,9.272727272727273,2.046511627906977,0.0,0.0
76989,6.201438848920863,5.0,,,
76998,4.381578947368421,,,,
76999,7.072,,,,
77000,2.0,,,,
77007,6.734177215189874,,0.0,,
77011,10.032786885245901,,2.0,,
77012,3.5652173913043477,,,,
77015,10.5,,,,
77023,9.286259541984732,,1.7142857142857142,,
77025,5.5344827586206895,3.4,,,
77026,4.4772727272727275,,2.3333333333333335,,
77032,4.861915367483296,,,,
77036,8.847619047619048,,,,
77038,6.166666666666667,,,,
77041,5.941666666666666,,1.0,,
77045,3.88715953307393,,0.0,,
77049,6.901960784313726,3.0,,,
77050,4.627049180327869,,1.0,,
77051,3.9382716049382718,,,,
77052,8.141868512110726,6.666666666666667,0.6666666666666666,,
77055,1.0,,,,
77058,2.4285714285714284,2.0,,,
77062,9.423487544483987,6.0,,,
77070,20.485981308411215,10.2,1.5333333333333334,0.0,0.0
77082,8.051546391752577,4.02,4.0,0.0,0.0
77084,2.125,,,,
77089,11.141935483870968,6.5,0.0,,
77090,2.550387596899225,,,,
77093,4.944598337950138,4.538461538461538,0.2857142857142857,0.0,0.0
77095,2.9130434782608696,,,,
77103,12.567796610169491,1.0,1.0,,
77116,4.636363636363637,,,,
77123,4.193548387096774,,,,
77131,9.733333333333333,4.098684210526316,2.263157894736842,0.0,0.0
77132,9.290178571428571,,2.875,,
77139,7.985185185185185,,4.5,,
77150,17.567251461988302,8.0,3.6666666666666665,,
77165,0.75,1.5,0.0,,
77169,19.092764378478662,8.0,0.7777777777777778,,
77172,2.7972972972972974,5.235294117647059,0.25,0.0,0.0
77188,7.388443017656501,2.918032786885246,3.0476190476190474,0.0,0.0
77196,16.59971305595409,4.953125,2.302325581395349,0.0,0.0
77198,6.452173913043478,,,,
77199,8.272727272727273,,1.0,,
77200,5.285714285714286,,,,
77202,7.58303886925795,3.3636363636363638,1.1,0.0,0.0
77210,11.047727272727272,8.871794871794872,2.689655172413793,,
77212,7.976190476190476,,1.1666666666666667,,
77218,5.6,,0.6,,
77219,7.004464285714286,3.0,0.0,,
77230,0.16666666666666666,,,,
77245,3.0,1.5,1.5,,
77247,7.012919896640827,4.75,0.8333333333333334,,
77248,13.913461538461538,9.044444444444444,2.2954545454545454,0.0,0.0
77249,7.762376237623762,,6.0,,
77256,2.2264150943396226,,0.5,,
77268,10.325892857142858,,2.0,,
77270,5.7103825136612025,,4.6,,
77272,6.108108108108108,,,,
77278,10.090909090909092,,,,
77279,1.6,,,,
77285,7.357142857142857,,,,
77287,3.5,,,,
77292,2.6,,,,
77295,6.6075949367088604,,1.0,,
77297,11.761061946902656,,,,
77299,4.8431372549019605,,,,
77307,3.576923076923077,,,,
77311,7.8,5.297872340425532,0.7272727272727273,0.0,0.0
77319,7.229813664596273,,3.0,,
77326,24.0,,,,
77327,6.47945205479452,3.239130434782609,1.2777777777777777,0.0,0.0
77339,5.581818181818182,0.6666666666666666,2.0,,
77340,14.193548387096774,8.956521739130435,1.6857142857142857,0.0,0.0
77346,3.433333333333333,,0.3333333333333333,,
77347,8.27037037037037,,0.8,,
77352,1.3333333333333333,,,,
77359,7.554098360655738,6.65,0.9545454545454546,0.0,0.0
77366,6.454545454545454,,1.0,,
77371,9.891304347826088,2.7096774193548385,2.391304347826087,0.0,0.0
77375,1.1428571428571428,,,,
77392,4.508196721311475,,0.0,,
77394,8.368948247078464,7.888888888888889,1.0,,
77397,3.703125,,,,
77402,6.083333333333333,,0.0,,
77403,7.166666666666667,,,,
77409,6.158081705150977,3.869565217391304,0.34615384615384615,0.0,0.0
77411,10.80161943319838,,5.0,,
77412,29.0,,,,
77414,16.732903225806453,9.886363636363637,0.9024390243902439,0.0,0.0
77418,19.63917525773196,8.0,3.5,,
77421,2.5384615384615383,0.6666666666666666,0.0,,
77422,2.966666666666667,,,,
77425,7.675257731958763,,1.875,,
77429,17.35048231511254,5.666666666666667,2.6363636363636362,,
77430,1.3333333333333333,,,,
77436,7.092592592592593,,2.0,,
77441,5.2105263157894735,,,,
77443,3.4010695187165774,,1.0,,
77444,1.75,,,,
77457,5.046511627906977,0.0,,,
77467,5.869565217391305,,,,
77477,1.7142857142857142,,,,
77479,3.546875,4.0,,,
77480,10.472630173564752,3.5531914893617023,3.1666666666666665,,
77482,4.793814432989691,,0.0,,
77485,7.625,,,,
77499,9.75,,,,
77500,1.8048780487804879,2.0,6.0,,
77506,7.642228739002933,4.295454545454546,4.0,0.0,0.0
77512,6.0,,,,
77513,1.2,,,,
77514,4.857142857142857,,,,
77531,10.379084967320262,,,,
77533,3.9655172413793105,,,,
77536,4.149253731343284,,2.0,,
77537,7.912742382271468,3.6666666666666665,5.068965517241379,,
77540,8.0,,,,
77546,5.734513274336283,,3.0,,
77548,7.910714285714286,,,,
77549,1.3333333333333333,,,,
77551,8.253472222222221,2.5555555555555554,1.5,,
77555,9.33203125,5.921568627450981,0.7857142857142857,0.0,0.0
77556,4.2444444444444445,,,,
77559,2.6666666666666665,,0.8,,
77562,4.5984251968503935,1.9473684210526316,2.6315789473684212,0.0,0.0
77563,2.0,,,,
77566,0.6,,,,
77570,12.0,,,,
77572,8.976744186046512,,,,
77573,6.788043478260869,,,,
77579,6.946666666666666,5.0,1.0,,
77580,22.0,,,,
77583,3.966666666666667,,,,
77584,13.814917127071823,5.25,2.0,,
77587,9.575471698113208,,5.5,,
77590,6.497142857142857,,1.6666666666666667,,
77593,14.516901408450705,7.8,0.6111111111111112,,
77596,12.072289156626505,,3.0,,
77599,10.706766917293233,,,,
77610,7.5344827586206895,,8.0,,
77619,6.172413793103448,,,,
77622,2.5294117647058822,,,,
77624,11.5625,,,,
77630,7.578947368421052,,,,
77631,7.611111111111111,,,,
77634,2.683453237410072,,,,
77639,7.691011235955056,3.6666666666666665,0.8823529411764706,0.0,0.0
77648,3.4125,,0.0,,
77657,3.6,,,,
77662,5.785714285714286,,,,
77675,8.125,,,,
77681,0.25,,,,
77682,3.3333333333333335,,,,
77687,3.475,,,,
77693,15.958333333333334,14.324324324324325,1.911764705882353,0.0,0.0
77695,4.506666666666667,,0.0,,
77700,5.896713615023474,,0.5,,
77706,9.83673469387755,1.0,6.0,,
77713,9.67824074074074,3.0,0.0,,
77722,7.829931972789115,2.1379310344827585,3.5217391304347827,0.0,0.0
77723,2.6140350877192984,,0.0,,
77725,0.0,,,,
77727,4.330645161290323,2.0,0.0,,
77728,2.3333333333333335,,,,
77736,0.2,,,,
77737,6.105263157894737,,,,
77742,3.8,,,,
77743,7.166666666666667,,1.0,,
77751,17.703370786516853,3.8076923076923075,3.125,0.0,0.0
77752,3.9473684210526314,,,,
77758,8.447761194029852,,,,
77765,4.764705882352941,,,,
77767,3.0,,,,
77772,1.25,,,,
77773,5.4226190476190474,,3.0,,
77775,7.165254237288136,,0.2,,
77778,9.748344370860927,,,,
77780,3.8666666666666667,,,,
77783,7.9655172413793105,,,,
77791,7.097058823529411,6.0,0.6666666666666666,,
77792,8.101522842639595,4.529411764705882,0.8333333333333334,0.0,0.0
77797,2.0,,,,
77799,6.094117647058823,3.896551724137931,2.909090909090909,,
77802,4.016393442622951,5.333333333333333,,,
77814,2.3333333333333335,,,,
77816,3.3333333333333335,,,,
77818,7.866197183098592,2.5,0.0,,
77821,6.253731343283582,,,,
77824,5.373913043478261,,0.5,,
77834,6.238095238095238,,1.0,,
77841,7.18,,2.0,,
77842,1.0,,,,
77843,4.851485148514851,,,,
77847,26.228861330326946,17.870967741935484,2.1818181818181817,0.0,0.0
77849,1.0,,,,
77853,8.027118644067796,4.0,8.0,,
77855,7.021021021021021,1.0,5.8,,
77859,0.5555555555555556,,,,
77862,7.069605568445476,4.738095238095238,1.125,,
77867,12.797297297297296,3.6666666666666665,0.6153846153846154,,
77868,3.8,,,,
77886,2.1176470588235294,,,,
77899,2.8333333333333335,5.333333333333333,1.0,,
77900,3.5,,,,
77901,0.0,,,,
77902,1.2830188679245282,,0.0,,
77903,1.5,,,,
77906,9.555555555555555,2.0,2.0,,
77907,13.475592747559276,4.944444444444445,1.8181818181818181,0.0,0.0
77912,2.388888888888889,,0.0,,
77913,9.352517985611511,,1.6666666666666667,,
77917,12.0,,,,
77919,0.9,,,,
77922,1.15,,,,
77925,1.8571428571428572,,,,
77927,5.50920245398773,7.695652173913044,0.45454545454545453,0.0,0.0
77928,3.5,,,,
77929,18.70909090909091,5.0,1.0,,
77932,8.290322580645162,4.0,1.0,,
77933,7.1063829787234045,,,,
77941,1.8333333333333333,,,,
77947,5.257575757575758,,,,
77954,4.4324324324324325,5.0,0.2,,
77955,9.328638497652582,,,,
77959,3.5517241379310347,,,,
77967,11.72920353982301,2.75,1.9230769230769231,,
77968,3.34375,,0.0,,
77977,6.015873015873016,2.4545454545454546,0.6818181818181818,0.0,0.0
77999,10.581447963800905,0.6666666666666666,2.0,,
78003,12.654044750430293,5.915492957746479,7.591836734693878,0.0,0.0
78010,8.228571428571428,,,,
78011,0.0,,,,
78012,2.4565217391304346,,,,
78013,5.132947976878612,1.9722222222222223,2.3636363636363638,,
78018,4.264367816091954,3.0,0.0,,
78020,6.842105263157895,,,,
78037,6.393700787401575,,,,
78040,3.3185840707964602,2.5245901639344264,0.4915254237288136,0.0,0.0
78042,5.0,,,,
78049,16.466666666666665,20.567164179104477,3.2,0.0,0.0
78051,8.625,,,,
78060,10.384937238493723,5.0606060606060606,0.7368421052631579,0.0,0.0
78061,2.75,,,,
78063,6.005347593582887,,0.26666666666666666,,
78064,11.401805869074492,6.8559322033898304,1.2604166666666667,0.0,0.0
78066,3.176470588235294,,,,
78067,6.75,,,,
78072,4.291666666666667,,,,
78075,11.473118279569892,4.0,4.0,,
78076,18.68958742632613,11.372549019607844,2.610169491525424,0.0,0.0
78082,3.7586206896551726,,0.0,,
78086,8.007575757575758,1.0,0.18181818181818182,,
78091,3.1864406779661016,,,,
78094,10.362017804154302,,1.875,,
78100,15.885964912280702,15.0,7.5,,
78106,13.762616822429907,6.6,1.5666666666666667,,
78113,10.688741721854305,3.7777777777777777,2.6666666666666665,0.0,0.0
78115,6.868,,4.0,,
78117,9.986440677966101,2.3333333333333335,1.8461538461538463,,
78120,2.142857142857143,,,,
78121,16.975609756097562,1.0,1.0,,
78125,8.19969040247678,7.702702702702703,2.0,,
78126,17.89171974522293,3.6166666666666667,1.8478260869565217,0.0,0.0
78128,1.25,1.0,,,
78142,14.617524339360223,4.822222222222222,5.59375,0.0,0.0
78147,6.809523809523809,,,,
78151,4.585858585858586,,,,
78153,9.41147132169576,,1.8823529411764706,,
78160,7.8307692307692305,2.2222222222222223,,,
78163,1.0833333333333333,,,,
78169,8.243967828418231,,0.0,,
78170,1.3333333333333333,,,,
78171,5.321428571428571,,1.0,,
78173,6.653846153846154,,,,
78176,11.117647058823529,,,,
78178,10.87431693989071,2.5,3.0,,
78187,2.4615384615384617,,,,
78203,2.8461538461538463,,,,
78209,3.8,4.0,,,
78212,3.5483870967741935,,,,
78216,8.402116402116402,3.4,2.0,,
78219,6.428571428571429,,,,
78220,2.0,,,,
78223,7.724832214765101,2.375,0.5555555555555556,,
78225,8.148541114058355,2.0,0.8,,
78232,7.235714285714286,,,,
78238,10.193548387096774,,,,
78240,2.923076923076923,,,,
78244,4.669117647058823,4.258064516129032,0.5652173913043478,0.0,0.0
78249,9.95,,,,
78252,2.5714285714285716,2.0,2.0,,
78256,2.0,1.0,,,
78259,4.482758620689655,,,,
78260,3.0416666666666665,,,,
78268,7.733333333333333,,2.0,,
78270,2.0,,,,
78278,7.926605504587156,,0.0,,
78280,2.9836065573770494,,,,
78283,4.317460317460317,1.0,,,
78284,1.6875,,0.0,,
78285,4.410256410256411,0.0,,,
78298,0.0,,,,
78309,2.5354330708661417,,0.0,,
78312,4.093023255813954,1.0,,,
78328,3.5972222222222223,,,,
78335,12.804469273743017,,3.3333333333333335,,
78342,1.2142857142857142,,,,
78346,10.079365079365079,,2.0,,
78358,4.552083333333333,,,,
78359,9.112745098039216,,5.0,,
78371,5.772455089820359,4.0,,,
78374,4.026315789473684,,,,
78380,4.287878787878788,,,,
78382,5.076923076923077,,,,
78388,19.830049261083744,8.422222222222222,2.3333333333333335,0.0,0.0
78391,8.92,6.161290322580645,1.2666666666666666,0.0,0.0
78393,3.739130434782609,,,,
78398,10.787878787878787,,,,
78399,8.548387096774194,,1.0,,
78402,4.870967741935484,,,,
78405,9.51834862385321,,2.588235294117647,,
78406,17.0,,,,
78409,10.034090909090908,4.0,2.0,,
78434,6.4021739130434785,,,,
78435,14.621908127208481,0.0,1.5,,
78438,7.064516129032258,,,,
78446,2.0,,,,
78447,7.912386706948641,2.0,1.0,,
78448,0.6666666666666666,,,,
78453,12.638477801268499,4.0,2.4285714285714284,,
78455,1.9107142857142858,,,,
78458,6.393203883495145,,2.0,,
78459,3.0,,,,
78466,7.142857142857143,,,,
78474,2.0,,,,
78485,2.142857142857143,,,,
78489,0.6666666666666666,,,,
78497,27.79111111111111,7.972222222222222,4.285714285714286,0.0,0.0
78506,0.6666666666666666,,,,
78509,3.2884615384615383,,,,
78522,2.2777777777777777,3.0,,,
78526,4.386759581881533,,0.42857142857142855,,
78529,6.686619718309859,3.948717948717949,1.9615384615384615,0.0,0.0
78530,13.575129533678757,5.127272727272727,1.0434782608695652,0.0,0.0
78564,2.76,,,,
78579,2.309090909090909,,,,
78586,3.9523809523809526,,,,
78590,4.0,4.4,3.5,,
78591,2.25,,0.0,,
78606,24.0,,,,
78616,5.136986301369863,,,,
78628,19.33011583011583,8.545454545454545,1.6470588235294117,,
78629,4.0,,,,
78630,1.975,1.2,,,
78638,12.316923076923077,,2.6470588235294117,,
78639,6.759776536312849,,0.0,,
78640,1.9782608695652173,0.5,,,
78651,6.3,,,,
600001,12.82587064676617,,0.8571428571428571,,
600003,18.43166175024582,4.742857142857143,7.137254901960785,0.0,0.0
600012,20.216710182767624,12.0,0.5,,
600013,21.243243243243242,,,,
600015,30.325892857142858,11.24,11.461538461538462,,
600016,16.405940594059405,,,,
